# ECG
1.517e+09,2.435e+01
1.517e+09,2.921e+01
1.517e+09,2.042e+01
1.517e+09,4.051e+01
1.517e+09,3.269e+01
1.517e+09,2.921e+01
1.517e+09,3.242e+01
1.517e+09,2.630e+01
1.517e+09,1.316e+01
1.517e+09,1.264e+01
1.517e+09,2.435e+01
1.517e+09,2.921e+01
1.517e+09,2.042e+01
1.517e+09,4.051e+01
1.517e+09,1.771e+01
1.517e+09,1.700e+01
1.517e+09,3.953e+01
1.517e+09,2.583e+01
1.517e+09,2.829e+01
1.517e+09,2.737e+01
1.517e+09,9.367e+00
1.517e+09,3.198e+01
1.517e+09,3.975e+01
1.517e+09,1.794e+01
1.517e+09,2.110e+01
1.517e+09,3.871e+01
1.517e+09,2.892e+01
1.517e+09,2.885e+01
1.517e+09,2.911e+01
1.517e+09,2.507e+01
1.517e+09,9.367e+00
1.517e+09,3.198e+01
1.517e+09,2.476e+01
1.517e+09,2.071e+01
1.517e+09,2.544e+01
1.517e+09,1.891e+01
1.517e+09,2.166e+01
1.517e+09,1.854e+01
1.517e+09,1.835e+01
1.517e+09,1.732e+01
1.517e+09,2.435e+01
1.517e+09,2.921e+01
1.517e+09,2.042e+01
1.517e+09,4.051e+01
1.517e+09,3.269e+01
1.517e+09,2.921e+01
1.517e+09,3.242e+01
1.517e+09,1.131e+01
1.517e+09,1.594e+01
1.517e+09,3.197e+01
1.517e+09,9.367e+00
1.517e+09,3.198e+01
1.517e+09,2.476e+01
1.517e+09,5.725e+00
1.517e+09,2.822e+01
1.517e+09,3.824e+01
1.517e+09,2.906e+01
1.517e+09,3.137e+01
1.517e+09,2.860e+01
1.517e+09,2.697e+01
1.517e+09,2.435e+01
1.517e+09,4.419e+01
1.517e+09,3.263e+01
1.517e+09,3.339e+01
1.517e+09,3.317e+01
1.517e+09,2.907e+01
1.517e+09,2.990e+01
1.517e+09,2.680e+01
1.517e+09,2.624e+01
1.517e+09,9.522e+00
1.517e+09,2.435e+01
1.517e+09,4.419e+01
1.517e+09,3.263e+01
1.517e+09,3.339e+01
1.517e+09,3.317e+01
1.517e+09,2.907e+01
1.517e+09,2.990e+01
1.517e+09,2.680e+01
1.517e+09,2.624e+01
1.517e+09,2.451e+01
1.517e+09,9.367e+00
1.517e+09,1.700e+01
1.517e+09,2.754e+01
1.517e+09,4.004e+01
1.517e+09,3.283e+01
1.517e+09,1.675e+01
1.517e+09,1.970e+01
