# ECG
1.000e+00,-1.780e+00
2.000e+00,-3.324e+00
3.000e+00,-2.424e+00
4.000e+00,-2.484e+00
5.000e+00,-2.466e+00
6.000e+00,-2.147e+00
7.000e+00,-2.211e+00
8.000e+00,-1.970e+00
9.000e+00,-1.927e+00
1.000e+01,-1.792e+00
1.100e+01,-1.687e+00
1.200e+01,-1.593e+00
1.300e+01,-1.481e+00
1.400e+01,-1.392e+00
1.500e+01,-1.425e+00
1.600e+01,-1.310e+00
1.700e+01,-1.049e+00
1.800e+01,-1.162e+00
1.900e+01,-1.048e+00
2.000e+01,-7.739e-01
2.100e+01,-7.894e-01
2.200e+01,-6.860e-01
2.300e+01,-6.050e-01
2.400e+01,-5.540e-01
2.500e+01,-4.659e-01
2.600e+01,-4.139e-01
2.700e+01,-3.421e-01
2.800e+01,-2.840e-01
2.900e+01,-2.244e-01
3.000e+01,-1.666e-01
3.100e+01,-1.130e-01
3.200e+01,-5.949e-02
3.300e+01,-9.656e-03
3.400e+01,3.905e-02
3.500e+01,8.531e-02
3.600e+01,1.297e-01
3.700e+01,1.722e-01
3.800e+01,2.126e-01
3.900e+01,2.514e-01
4.000e+01,1.554e-01
4.100e+01,2.152e-01
4.200e+01,4.198e-01
4.300e+01,3.842e-01
4.400e+01,4.197e-01
4.500e+01,4.692e-01
4.600e+01,4.693e-01
4.700e+01,5.160e-01
4.800e+01,5.261e-01
4.900e+01,5.550e-01
5.000e+01,5.739e-01
5.100e+01,5.929e-01
5.200e+01,6.125e-01
5.300e+01,6.280e-01
5.400e+01,6.447e-01
5.500e+01,6.586e-01
5.600e+01,6.722e-01
5.700e+01,6.844e-01
5.800e+01,5.627e-01
5.900e+01,5.975e-01
6.000e+01,7.777e-01
6.100e+01,7.186e-01
6.200e+01,7.311e-01
6.300e+01,7.585e-01
6.400e+01,7.370e-01
6.500e+01,7.629e-01
6.600e+01,7.528e-01
6.700e+01,7.621e-01
6.800e+01,7.622e-01
6.900e+01,7.629e-01
7.000e+01,7.649e-01
7.100e+01,7.635e-01
7.200e+01,7.637e-01
7.300e+01,7.619e-01
7.400e+01,7.602e-01
7.500e+01,7.578e-01
7.600e+01,7.548e-01
7.700e+01,7.514e-01
7.800e+01,7.474e-01
7.900e+01,7.431e-01
8.000e+01,7.383e-01
8.100e+01,7.332e-01
8.200e+01,7.276e-01
8.300e+01,7.217e-01
8.400e+01,7.155e-01
8.500e+01,7.089e-01
8.600e+01,7.021e-01
8.700e+01,6.950e-01
8.800e+01,5.548e-01
8.900e+01,5.718e-01
9.000e+01,7.352e-01
9.100e+01,6.599e-01
9.200e+01,6.571e-01
9.300e+01,6.698e-01
9.400e+01,6.345e-01
9.500e+01,6.472e-01
9.600e+01,6.245e-01
9.700e+01,6.220e-01
9.800e+01,6.109e-01
9.900e+01,6.011e-01
1.000e+02,4.853e-01
1.010e+02,-1.777e+00
1.020e+02,-3.321e+00
1.030e+02,-2.421e+00
1.040e+02,-2.613e+00
1.050e+02,-2.571e+00
1.060e+02,-2.081e+00
1.070e+02,-2.212e+00
1.080e+02,-1.966e+00
1.090e+02,-1.902e+00
1.100e+02,-1.794e+00
1.110e+02,-1.667e+00
1.120e+02,-1.720e+00
1.130e+02,-1.577e+00
1.140e+02,-1.319e+00
1.150e+02,-1.287e+00
1.160e+02,-1.191e+00
1.170e+02,-1.081e+00
1.180e+02,-1.020e+00
1.190e+02,-9.161e-01
1.200e+02,-8.478e-01
1.210e+02,-7.631e-01
1.220e+02,-6.889e-01
1.230e+02,-6.161e-01
1.240e+02,-5.438e-01
1.250e+02,-4.766e-01
1.260e+02,-4.095e-01
1.270e+02,-3.463e-01
1.280e+02,-2.846e-01
1.290e+02,-2.255e-01
1.300e+02,-1.686e-01
1.310e+02,-1.138e-01
1.320e+02,-6.129e-02
1.330e+02,-1.078e-02
1.340e+02,3.761e-02
1.350e+02,8.399e-02
1.360e+02,1.284e-01
1.370e+02,1.708e-01
1.380e+02,7.872e-02
1.390e+02,1.420e-01
1.400e+02,3.500e-01
1.410e+02,3.180e-01
1.420e+02,3.568e-01
1.430e+02,4.096e-01
1.440e+02,4.129e-01
1.450e+02,4.627e-01
1.460e+02,4.758e-01
1.470e+02,5.076e-01
1.480e+02,5.294e-01
1.490e+02,5.512e-01
1.500e+02,5.735e-01
1.510e+02,5.917e-01
1.520e+02,6.109e-01
1.530e+02,6.273e-01
1.540e+02,6.433e-01
1.550e+02,5.251e-01
1.560e+02,5.630e-01
1.570e+02,7.465e-01
1.580e+02,6.904e-01
1.590e+02,7.060e-01
1.600e+02,7.361e-01
1.610e+02,7.175e-01
1.620e+02,7.460e-01
1.630e+02,7.385e-01
1.640e+02,7.503e-01
1.650e+02,7.528e-01
1.660e+02,6.231e-01
1.670e+02,6.519e-01
1.680e+02,8.237e-01
1.690e+02,7.588e-01
1.700e+02,7.643e-01
1.710e+02,7.855e-01
1.720e+02,7.581e-01
1.730e+02,7.781e-01
1.740e+02,7.626e-01
1.750e+02,7.665e-01
1.760e+02,7.616e-01
1.770e+02,7.574e-01
1.780e+02,7.548e-01
1.790e+02,7.489e-01
1.800e+02,6.123e-01
1.810e+02,6.310e-01
1.820e+02,7.967e-01
1.830e+02,5.907e-01
1.840e+02,6.143e-01
1.850e+02,7.999e-01
1.860e+02,6.988e-01
1.870e+02,7.184e-01
1.880e+02,7.181e-01
1.890e+02,6.900e-01
1.900e+02,5.686e-01
1.910e+02,5.704e-01
1.920e+02,7.409e-01
1.930e+02,6.615e-01
1.940e+02,6.583e-01
1.950e+02,6.710e-01
1.960e+02,6.338e-01
1.970e+02,6.467e-01
1.980e+02,6.228e-01
1.990e+02,6.199e-01
2.000e+02,5.002e-01
2.010e+02,-1.775e+00
2.020e+02,-3.316e+00
2.030e+02,-2.418e+00
2.040e+02,-2.477e+00
2.050e+02,-2.459e+00
2.060e+02,-2.142e+00
2.070e+02,-2.206e+00
2.080e+02,-1.966e+00
2.090e+02,-1.922e+00
2.100e+02,-1.787e+00
2.110e+02,-1.683e+00
2.120e+02,-1.589e+00
2.130e+02,-1.478e+00
2.140e+02,-1.389e+00
2.150e+02,-1.421e+00
2.160e+02,-1.307e+00
2.170e+02,-1.046e+00
2.180e+02,-1.027e+00
2.190e+02,-9.380e-01
2.200e+02,-8.351e-01
2.210e+02,-7.835e-01
2.220e+02,-8.183e-01
2.230e+02,-7.339e-01
2.240e+02,-4.856e-01
2.250e+02,-6.184e-01
2.260e+02,-5.229e-01
2.270e+02,-2.659e-01
2.280e+02,-2.996e-01
2.290e+02,-2.127e-01
2.300e+02,-2.815e-01
2.310e+02,-2.223e-01
2.320e+02,2.027e-02
2.330e+02,-1.085e-02
2.340e+02,5.069e-02
2.350e+02,1.144e-01
2.360e+02,1.322e-01
2.370e+02,1.964e-01
2.380e+02,2.217e-01
2.390e+02,2.675e-01
2.400e+02,3.013e-01
2.410e+02,3.357e-01
2.420e+02,3.699e-01
2.430e+02,3.997e-01
2.440e+02,4.303e-01
2.450e+02,4.577e-01
2.460e+02,4.844e-01
2.470e+02,5.093e-01
2.480e+02,5.327e-01
2.490e+02,5.548e-01
2.500e+02,5.754e-01
2.510e+02,5.947e-01
2.520e+02,6.127e-01
2.530e+02,6.294e-01
2.540e+02,5.125e-01
2.550e+02,5.514e-01
2.560e+02,7.353e-01
2.570e+02,6.803e-01
2.580e+02,6.967e-01
2.590e+02,7.276e-01
2.600e+02,5.774e-01
2.610e+02,4.987e-01
2.620e+02,6.873e-01
2.630e+02,8.035e-01
2.640e+02,7.450e-01
2.650e+02,7.751e-01
2.660e+02,7.741e-01
2.670e+02,7.700e-01
2.680e+02,7.804e-01
2.690e+02,7.736e-01
2.700e+02,7.786e-01
2.710e+02,7.756e-01
2.720e+02,7.752e-01
2.730e+02,7.735e-01
2.740e+02,7.707e-01
2.750e+02,7.683e-01
2.760e+02,7.646e-01
2.770e+02,7.610e-01
2.780e+02,7.565e-01
2.790e+02,7.518e-01
2.800e+02,7.466e-01
2.810e+02,7.410e-01
2.820e+02,7.351e-01
2.830e+02,7.288e-01
2.840e+02,7.222e-01
2.850e+02,7.153e-01
2.860e+02,7.081e-01
2.870e+02,7.007e-01
2.880e+02,6.929e-01
2.890e+02,6.850e-01
2.900e+02,5.445e-01
2.910e+02,5.606e-01
2.920e+02,7.229e-01
2.930e+02,6.472e-01
2.940e+02,6.438e-01
2.950e+02,6.558e-01
2.960e+02,6.200e-01
2.970e+02,6.321e-01
2.980e+02,6.091e-01
2.990e+02,6.062e-01
3.000e+02,4.622e-01
3.010e+02,-1.773e+00
3.020e+02,-3.312e+00
3.030e+02,-2.547e+00
3.040e+02,-2.582e+00
3.050e+02,-2.394e+00
3.060e+02,-2.143e+00
3.070e+02,-2.202e+00
3.080e+02,-1.941e+00
3.090e+02,-1.924e+00
3.100e+02,-1.768e+00
3.110e+02,-1.678e+00
3.120e+02,-1.577e+00
3.130e+02,-1.468e+00
3.140e+02,-1.381e+00
